trial,method,inlier_ratio,noise_sigma,coherent_outlier_probability,coherent_outlier_spread,unary_separation,distractor_score_bonus,rotation_error_deg,translation_error,success,runtime_seconds
936,one_hop,0.03,0.01,0.75,0.055,1.0,0.0,110.56180702826003,0.7907808717189421,False,0.2317248270010168
936,sagereg,0.03,0.01,0.75,0.055,1.0,0.0,105.21536936073626,0.5963211603477623,False,0.2541844370007311
937,one_hop,0.03,0.01,0.75,0.055,1.0,0.0,0.2274056477509062,0.0060447966943641,True,0.2352499810003792
937,sagereg,0.03,0.01,0.75,0.055,1.0,0.0,0.2274056613419004,0.0060447969733933,True,0.2567311740003788
938,one_hop,0.03,0.01,0.75,0.055,1.0,0.0,156.68151241302607,0.5975388743103336,False,0.2395209280002745
938,sagereg,0.03,0.01,0.75,0.055,1.0,0.0,152.14417599651688,0.6405625633673372,False,0.264238359999581
939,one_hop,0.03,0.01,0.75,0.055,1.0,0.0,127.72038474107694,0.947885426661584,False,0.2386167559998284
939,sagereg,0.03,0.01,0.75,0.055,1.0,0.0,125.5512285460052,0.9471977924402784,False,0.2655017039996892
940,one_hop,0.03,0.01,0.75,0.055,1.0,0.25,11.31372239347045,0.2372319396595396,False,0.2377561819994298
940,sagereg,0.03,0.01,0.75,0.055,1.0,0.25,11.31435943069206,0.2372366156611349,False,0.2649587249998149
941,one_hop,0.03,0.01,0.75,0.055,1.0,0.25,0.4222888211418279,0.0069080886412298,True,0.2284806040006515
941,sagereg,0.03,0.01,0.75,0.055,1.0,0.25,0.4222887962454909,0.0069080879966951,True,0.2552404559992283
942,one_hop,0.03,0.01,0.75,0.055,1.0,0.25,0.4632218688711707,0.0052087906612968,True,0.2329897439994965
942,sagereg,0.03,0.01,0.75,0.055,1.0,0.25,0.4632219779076141,0.0052087914291691,True,0.2604130870004155
943,one_hop,0.03,0.01,0.75,0.055,1.0,0.25,0.4138448525319486,0.0023845883240094,True,0.2278437340009986
943,sagereg,0.03,0.01,0.75,0.055,1.0,0.25,0.4138448594700027,0.0023845892759182,True,0.2544871929985675
944,one_hop,0.03,0.01,0.75,0.055,1.0,0.25,111.84701191822629,1.6727537275154252,False,0.2291597910007112
944,sagereg,0.03,0.01,0.75,0.055,1.0,0.25,112.12215404902236,1.6560950000965724,False,0.2546818560003885
945,one_hop,0.03,0.01,0.75,0.055,1.0,0.25,142.3539948747168,0.2880877740756769,False,0.2355830359992978
945,sagereg,0.03,0.01,0.75,0.055,1.0,0.25,142.26400515682562,0.28638535679011,False,0.2628448870000284
946,one_hop,0.03,0.01,0.75,0.055,1.0,0.25,0.1202578670910336,0.0035355752854321,True,0.2240461040000809
946,sagereg,0.03,0.01,0.75,0.055,1.0,0.25,0.1202578019007539,0.0035355753127698,True,0.250606573999903
947,one_hop,0.03,0.01,0.75,0.055,1.0,0.25,0.2706730066945219,0.0029411164817824,True,0.2361140859993611
947,sagereg,0.03,0.01,0.75,0.055,1.0,0.25,0.2706713429506213,0.0029410687608098,True,0.2628308980001748
948,one_hop,0.03,0.01,0.75,0.055,1.0,0.25,0.3085937522948757,0.0049682584329817,True,0.2279842120005923
948,sagereg,0.03,0.01,0.75,0.055,1.0,0.25,0.3085930690721598,0.0049682399800402,True,0.2552924569990864
949,one_hop,0.03,0.01,0.75,0.055,1.0,0.25,0.5580589710157355,0.003674766805556,True,0.2300441579991456
949,sagereg,0.03,0.01,0.75,0.055,1.0,0.25,0.558059004188187,0.0036747676578166,True,0.2570501509999303
950,one_hop,0.03,0.01,0.75,0.055,1.0,0.25,124.62364388222954,1.2015550414563507,False,0.2323607349990197
950,sagereg,0.03,0.01,0.75,0.055,1.0,0.25,126.07513856283018,1.2032814627306097,False,0.2609985399994912
951,one_hop,0.03,0.01,0.75,0.055,1.0,0.25,11.958719871654134,0.2742829287968578,False,0.2322753709995595
951,sagereg,0.03,0.01,0.75,0.055,1.0,0.25,11.95865241557648,0.2742830797497672,False,0.2595836889995553
952,one_hop,0.03,0.01,0.75,0.055,1.0,0.25,163.60925834770546,1.0419935362768349,False,0.2381818579997343
952,sagereg,0.03,0.01,0.75,0.055,1.0,0.25,145.90804991530274,0.5129045928459268,False,0.2652932520013564
953,one_hop,0.03,0.01,0.75,0.055,1.0,0.25,76.31264861415411,0.9440578784307624,False,0.2290128540007572
953,sagereg,0.03,0.01,0.75,0.055,1.0,0.25,76.05439257938708,0.9449918211071786,False,0.2568591019989981
954,one_hop,0.03,0.01,0.75,0.055,1.0,0.25,0.2367397420434728,0.0013522726773661,True,0.228167586001291
954,sagereg,0.03,0.01,0.75,0.055,1.0,0.25,0.2367396471443127,0.0013522851977719,True,0.253529700999934
955,one_hop,0.03,0.01,0.75,0.055,1.0,0.25,127.2798550519126,1.829972213779527,False,0.2236062779993517
955,sagereg,0.03,0.01,0.75,0.055,1.0,0.25,0.3671987697763866,0.0028406813395529,True,0.2520432579985936
956,one_hop,0.03,0.01,0.75,0.055,1.0,0.25,169.8992418269323,1.014317773336855,False,0.229887952998979
956,sagereg,0.03,0.01,0.75,0.055,1.0,0.25,169.89924580223783,1.0143178135365534,False,0.2584054999988439
957,one_hop,0.03,0.01,0.75,0.055,1.0,0.25,138.59148480639405,0.7728453572829326,False,0.2312399740003456
957,sagereg,0.03,0.01,0.75,0.055,1.0,0.25,139.45885255315375,0.7647426625451218,False,0.2586403419991256
958,one_hop,0.03,0.01,0.75,0.055,1.0,0.25,128.6120313559779,1.1745091798866956,False,0.2305834119997598
958,sagereg,0.03,0.01,0.75,0.055,1.0,0.25,0.5002274960905603,0.0037414311866104,True,0.2563270699993154
959,one_hop,0.03,0.01,0.75,0.055,1.0,0.25,0.7174882135631863,0.0053570435980226,True,0.225126586999977
959,sagereg,0.03,0.01,0.75,0.055,1.0,0.25,0.7174884183223098,0.0053570464480839,True,0.2533766779997677
960,one_hop,0.03,0.01,0.75,0.2,0.0,0.0,88.9464531770855,1.07289196673118,False,0.2475487819992849
960,sagereg,0.03,0.01,0.75,0.2,0.0,0.0,88.94644868777128,1.0728919823567913,False,0.2738048369992611
961,one_hop,0.03,0.01,0.75,0.2,0.0,0.0,55.2142427092332,0.8774117005144415,False,0.2511419790007494
961,sagereg,0.03,0.01,0.75,0.2,0.0,0.0,55.21424196813443,0.8774117520653701,False,0.2771293569985573
962,one_hop,0.03,0.01,0.75,0.2,0.0,0.0,143.30281949312797,0.8534642358857036,False,0.2519760890008911
962,sagereg,0.03,0.01,0.75,0.2,0.0,0.0,143.3028161880396,0.8534642605819536,False,0.2807525789994542
963,one_hop,0.03,0.01,0.75,0.2,0.0,0.0,154.68513341878983,0.4106404425643342,False,0.2499873220003792
963,sagereg,0.03,0.01,0.75,0.2,0.0,0.0,154.68514052130135,0.4106405389494681,False,0.2784525079987361
964,one_hop,0.03,0.01,0.75,0.2,0.0,0.0,103.52397869506132,0.8950486165979866,False,0.247561095000492
964,sagereg,0.03,0.01,0.75,0.2,0.0,0.0,103.52396744231328,0.8950486818867105,False,0.2751091039990569
965,one_hop,0.03,0.01,0.75,0.2,0.0,0.0,172.47175418295402,0.7830913846376465,False,0.2452625179994356
965,sagereg,0.03,0.01,0.75,0.2,0.0,0.0,172.4717864959225,0.7830908552630207,False,0.2737227420002455
966,one_hop,0.03,0.01,0.75,0.2,0.0,0.0,95.84484069467464,0.3105008927009671,False,0.2530097340004431
966,sagereg,0.03,0.01,0.75,0.2,0.0,0.0,95.84484316635844,0.310500844461787,False,0.2797785139991902
967,one_hop,0.03,0.01,0.75,0.2,0.0,0.0,46.69431031639873,0.3522791367118727,False,0.250027873998988
967,sagereg,0.03,0.01,0.75,0.2,0.0,0.0,46.69430705597854,0.3522791824941232,False,0.2782985930007271
968,one_hop,0.03,0.01,0.75,0.2,0.0,0.0,22.650300298616106,0.7572800376850136,False,0.2496017840003332
968,sagereg,0.03,0.01,0.75,0.2,0.0,0.0,22.65029006727237,0.7572799756755589,False,0.2776928189996397
969,one_hop,0.03,0.01,0.75,0.2,0.0,0.0,34.9724839407038,0.3416817663084632,False,0.2538935760003369
969,sagereg,0.03,0.01,0.75,0.2,0.0,0.0,34.97248069180538,0.3416818986892208,False,0.2807485419998556
970,one_hop,0.03,0.01,0.75,0.2,0.0,0.0,77.89582977414406,0.7386608704018035,False,0.2562238379996415
970,sagereg,0.03,0.01,0.75,0.2,0.0,0.0,77.89584362980688,0.7386610475258997,False,0.2860589499996422
971,one_hop,0.03,0.01,0.75,0.2,0.0,0.0,134.1354551816441,0.4917325107415212,False,0.2476324110011774
971,sagereg,0.03,0.01,0.75,0.2,0.0,0.0,134.13544832604347,0.4917325200609055,False,0.2758843169995089
972,one_hop,0.03,0.01,0.75,0.2,0.0,0.0,159.6378124106802,0.8295773445726339,False,0.2454209010011254
972,sagereg,0.03,0.01,0.75,0.2,0.0,0.0,159.63779369239182,0.8295775178058447,False,0.2696155370013002
973,one_hop,0.03,0.01,0.75,0.2,0.0,0.0,158.37270386078458,1.0639028209839412,False,0.2482870189996902
973,sagereg,0.03,0.01,0.75,0.2,0.0,0.0,158.37270521826633,1.063902807054473,False,0.2773277999986021
974,one_hop,0.03,0.01,0.75,0.2,0.0,0.0,48.52284957596291,0.2895088002834892,False,0.2546346480012289
974,sagereg,0.03,0.01,0.75,0.2,0.0,0.0,48.52284924897706,0.2895085838471123,False,0.2809314450005331
975,one_hop,0.03,0.01,0.75,0.2,0.0,0.0,133.37529656038836,0.8610339671591459,False,0.251910905000841
975,sagereg,0.03,0.01,0.75,0.2,0.0,0.0,133.37529980516135,0.8610340361032304,False,0.2770219600006385
976,one_hop,0.03,0.01,0.75,0.2,0.0,0.0,175.92549585199717,0.6503043868582042,False,0.2535851749998983
976,sagereg,0.03,0.01,0.75,0.2,0.0,0.0,175.925498647482,0.6503043745062008,False,0.2829927200000384
977,one_hop,0.03,0.01,0.75,0.2,0.0,0.0,174.57265126554168,0.8798157156020163,False,0.2458671450003748
977,sagereg,0.03,0.01,0.75,0.2,0.0,0.0,174.57266253202505,0.879815675620956,False,0.2710063570011698
978,one_hop,0.03,0.01,0.75,0.2,0.0,0.0,166.22747877949243,0.5790452938748551,False,0.251718212999549
978,sagereg,0.03,0.01,0.75,0.2,0.0,0.0,166.22748348896485,0.579045335000113,False,0.2804671829999279
979,one_hop,0.03,0.01,0.75,0.2,0.0,0.0,109.43346204485634,0.9161032083770652,False,0.242225578000216
979,sagereg,0.03,0.01,0.75,0.2,0.0,0.0,109.43346167398929,0.9161032162332016,False,0.2722761269997136
980,one_hop,0.03,0.01,0.75,0.2,0.0,0.25,167.1791548968925,0.5237050339377383,False,0.2449334329994599
980,sagereg,0.03,0.01,0.75,0.2,0.0,0.25,167.17916313744735,0.5237050883904507,False,0.2714951340003608
981,one_hop,0.03,0.01,0.75,0.2,0.0,0.25,131.77230633086128,0.4697140270547555,False,0.2361949639998783
981,sagereg,0.03,0.01,0.75,0.2,0.0,0.25,131.7722918600278,0.469713943063664,False,0.2637298580011702
982,one_hop,0.03,0.01,0.75,0.2,0.0,0.25,30.67298202123346,0.7482278763698972,False,0.2367464200015092
982,sagereg,0.03,0.01,0.75,0.2,0.0,0.25,30.672962049706243,0.7482281293592038,False,0.2665335059991776
983,one_hop,0.03,0.01,0.75,0.2,0.0,0.25,166.81510465701663,0.6449179301697053,False,0.2405093890010903
983,sagereg,0.03,0.01,0.75,0.2,0.0,0.25,166.81509652954023,0.6449176251782055,False,0.2705769990006956
984,one_hop,0.03,0.01,0.75,0.2,0.0,0.25,74.80843646705391,0.8911579505150142,False,0.2420182900004874
984,sagereg,0.03,0.01,0.75,0.2,0.0,0.25,74.80843597932643,0.8911580004889805,False,0.2711771869999211
985,one_hop,0.03,0.01,0.75,0.2,0.0,0.25,154.28595725974446,0.1463416931075215,False,0.2436240100014401
985,sagereg,0.03,0.01,0.75,0.2,0.0,0.25,154.2859711033158,0.1463415765921144,False,0.2726253939999878
986,one_hop,0.03,0.01,0.75,0.2,0.0,0.25,178.54880679988702,0.029010390874668,False,0.2450704879993281
986,sagereg,0.03,0.01,0.75,0.2,0.0,0.25,178.5488129260082,0.0290103620793692,False,0.2741615310005727
987,one_hop,0.03,0.01,0.75,0.2,0.0,0.25,134.9872685782482,0.4623318260931922,False,0.2386446740001702
987,sagereg,0.03,0.01,0.75,0.2,0.0,0.25,134.98726655913956,0.4623318485461473,False,0.2672718400008307
988,one_hop,0.03,0.01,0.75,0.2,0.0,0.25,118.1507415882001,1.027578588605985,False,0.2439876570006163
988,sagereg,0.03,0.01,0.75,0.2,0.0,0.25,118.15074136802691,1.027578581939704,False,0.2726490929999272
989,one_hop,0.03,0.01,0.75,0.2,0.0,0.25,152.5799384066258,0.9153598715446468,False,0.2349004299994703
989,sagereg,0.03,0.01,0.75,0.2,0.0,0.25,152.57992525111695,0.9153599650548156,False,0.2618641610006307
990,one_hop,0.03,0.01,0.75,0.2,0.0,0.25,70.88114242977825,0.8025378729697146,False,0.2391304560005664
990,sagereg,0.03,0.01,0.75,0.2,0.0,0.25,70.88114660004314,0.8025378417750623,False,0.2672322700000222
991,one_hop,0.03,0.01,0.75,0.2,0.0,0.25,113.18752326800303,0.5003190226785181,False,0.2335537840008328
991,sagereg,0.03,0.01,0.75,0.2,0.0,0.25,113.1875280360299,0.5003190220466408,False,0.2627070250000543
992,one_hop,0.03,0.01,0.75,0.2,0.0,0.25,138.25860328337404,1.1793646917920502,False,0.2458273459997144
992,sagereg,0.03,0.01,0.75,0.2,0.0,0.25,138.25860481402086,1.179364695474983,False,0.2730685549995542
993,one_hop,0.03,0.01,0.75,0.2,0.0,0.25,103.72625637925395,0.9505110326954888,False,0.2379066439989401
993,sagereg,0.03,0.01,0.75,0.2,0.0,0.25,103.72625896122236,0.9505110426865772,False,0.2661151239990431
994,one_hop,0.03,0.01,0.75,0.2,0.0,0.25,75.40775878570001,0.7172660334115915,False,0.2424716949990397
994,sagereg,0.03,0.01,0.75,0.2,0.0,0.25,75.40775314081101,0.717265990894978,False,0.2718220529986865
995,one_hop,0.03,0.01,0.75,0.2,0.0,0.25,147.4799986604291,1.1294421230904332,False,0.2334841979991324
995,sagereg,0.03,0.01,0.75,0.2,0.0,0.25,147.47998982907592,1.1294420684382842,False,0.2622887920006178
996,one_hop,0.03,0.01,0.75,0.2,0.0,0.25,40.72793394718846,0.1018685070594604,False,0.2409453039999789
996,sagereg,0.03,0.01,0.75,0.2,0.0,0.25,40.727949374084766,0.1018681722698329,False,0.2684295389990438
997,one_hop,0.03,0.01,0.75,0.2,0.0,0.25,64.04081708264545,0.7736958745583403,False,0.2397889589992701
997,sagereg,0.03,0.01,0.75,0.2,0.0,0.25,64.0408197348468,0.773695911729957,False,0.2688790209995204
998,one_hop,0.03,0.01,0.75,0.2,0.0,0.25,54.55445827531247,0.9510807581898084,False,0.242926945000363
998,sagereg,0.03,0.01,0.75,0.2,0.0,0.25,54.554509851985976,0.9510810141142614,False,0.272915973999261
999,one_hop,0.03,0.01,0.75,0.2,0.0,0.25,75.11601301598552,0.4929466098681684,False,0.2358822059995873
999,sagereg,0.03,0.01,0.75,0.2,0.0,0.25,75.11598593901296,0.4929467784230419,False,0.266325077998772
1000,one_hop,0.03,0.01,0.75,0.2,0.5,0.0,107.99225483361803,1.036975675483962,False,0.2525242470001103
1000,sagereg,0.03,0.01,0.75,0.2,0.5,0.0,107.99225037926182,1.0369756230774607,False,0.2811884289985755
1001,one_hop,0.03,0.01,0.75,0.2,0.5,0.0,169.2382291737835,0.9382221531372926,False,0.2498950589997548
1001,sagereg,0.03,0.01,0.75,0.2,0.5,0.0,169.23823877697046,0.9382220308892072,False,0.2759018029992148
1002,one_hop,0.03,0.01,0.75,0.2,0.5,0.0,65.60920687119034,0.3622055498953629,False,0.2560769169995183
1002,sagereg,0.03,0.01,0.75,0.2,0.5,0.0,65.60921852767984,0.3622055161949913,False,0.2849611029996595
1003,one_hop,0.03,0.01,0.75,0.2,0.5,0.0,108.04628527742668,0.8766888760567964,False,0.2514351890004036
1003,sagereg,0.03,0.01,0.75,0.2,0.5,0.0,108.04628941632394,0.8766888696856684,False,0.2801748820002103
1004,one_hop,0.03,0.01,0.75,0.2,0.5,0.0,93.14234843463674,0.7926987474353658,False,0.2512767570005962
1004,sagereg,0.03,0.01,0.75,0.2,0.5,0.0,93.14234757010188,0.7926987576353859,False,0.2778622780006117
1005,one_hop,0.03,0.01,0.75,0.2,0.5,0.0,164.5509821481788,0.7877909777884277,False,0.2519223760009481
1005,sagereg,0.03,0.01,0.75,0.2,0.5,0.0,164.55099437100995,0.7877909130600127,False,0.2812847349996445
1006,one_hop,0.03,0.01,0.75,0.2,0.5,0.0,100.46876167375224,0.9064367166220684,False,0.2470370720002392
1006,sagereg,0.03,0.01,0.75,0.2,0.5,0.0,100.4687643739628,0.9064368348367012,False,0.2740981799997826
1007,one_hop,0.03,0.01,0.75,0.2,0.5,0.0,137.375305724413,0.5870082189820078,False,0.2483541229994443
1007,sagereg,0.03,0.01,0.75,0.2,0.5,0.0,137.3752055611142,0.5870087978684014,False,0.2751118850010243
1008,one_hop,0.03,0.01,0.75,0.2,0.5,0.0,38.74875051486307,0.2443553996037953,False,0.2458107949987606
1008,sagereg,0.03,0.01,0.75,0.2,0.5,0.0,38.74877438831605,0.2443556577040871,False,0.2734833000013168
1009,one_hop,0.03,0.01,0.75,0.2,0.5,0.0,161.37319422588888,0.6399149862618821,False,0.2573345590008102
1009,sagereg,0.03,0.01,0.75,0.2,0.5,0.0,161.37323126710498,0.639915688120725,False,0.2839776379987597
1010,one_hop,0.03,0.01,0.75,0.2,0.5,0.0,24.39292764648438,0.653962619337206,False,0.2451366179993783
1010,sagereg,0.03,0.01,0.75,0.2,0.5,0.0,24.39292622786219,0.6539626326842837,False,0.2732144089986832
1011,one_hop,0.03,0.01,0.75,0.2,0.5,0.0,179.89974975814496,0.6079416034899908,False,0.2519586090002121
1011,sagereg,0.03,0.01,0.75,0.2,0.5,0.0,179.89974307563165,0.6079415262581344,False,0.2842278389998682
1012,one_hop,0.03,0.01,0.75,0.2,0.5,0.0,156.89200198228127,0.6737291299967302,False,0.2642731819996697
1012,sagereg,0.03,0.01,0.75,0.2,0.5,0.0,156.89200939912772,0.6737291989424814,False,0.291542159000528
1013,one_hop,0.03,0.01,0.75,0.2,0.5,0.0,120.52142235046054,0.6839327613646718,False,0.2543040359996666
1013,sagereg,0.03,0.01,0.75,0.2,0.5,0.0,120.52142396603492,0.6839327109283118,False,0.2827360949995636
1014,one_hop,0.03,0.01,0.75,0.2,0.5,0.0,136.2348004264829,0.3629773262390838,False,0.2504035009988001
1014,sagereg,0.03,0.01,0.75,0.2,0.5,0.0,136.23493400412147,0.3629778427459826,False,0.2779601679994812
1015,one_hop,0.03,0.01,0.75,0.2,0.5,0.0,101.2804361448025,0.9365634938568674,False,0.2466695279999839
1015,sagereg,0.03,0.01,0.75,0.2,0.5,0.0,101.28044476027078,0.9365634389837932,False,0.2751694569997198
1016,one_hop,0.03,0.01,0.75,0.2,0.5,0.0,65.51112562583276,0.575020950134732,False,0.2607628630012186
1016,sagereg,0.03,0.01,0.75,0.2,0.5,0.0,65.5110927324901,0.5750211186609685,False,0.285487037999701
1017,one_hop,0.03,0.01,0.75,0.2,0.5,0.0,178.2209139893505,0.8521364303184458,False,0.2480122719989594
1017,sagereg,0.03,0.01,0.75,0.2,0.5,0.0,178.22095896354298,0.8521370489992199,False,0.2747910819998651
1018,one_hop,0.03,0.01,0.75,0.2,0.5,0.0,133.577615575254,0.7544284801397089,False,0.2421821209991321
1018,sagereg,0.03,0.01,0.75,0.2,0.5,0.0,133.57761264906122,0.754428378230204,False,0.2697892050000519
1019,one_hop,0.03,0.01,0.75,0.2,0.5,0.0,152.00809187575504,0.8968202704395264,False,0.2506966450000618
1019,sagereg,0.03,0.01,0.75,0.2,0.5,0.0,152.0080989329715,0.8968202190140951,False,0.2787532229995122
1020,one_hop,0.03,0.01,0.75,0.2,0.5,0.25,131.37908700355655,0.8263958206017195,False,0.2400361179988976
1020,sagereg,0.03,0.01,0.75,0.2,0.5,0.25,131.37908199067255,0.8263959933832058,False,0.2683462940003664
1021,one_hop,0.03,0.01,0.75,0.2,0.5,0.25,132.72321319798246,0.6005821088463084,False,0.2384200070009683
1021,sagereg,0.03,0.01,0.75,0.2,0.5,0.25,132.72328511594378,0.6005830778166203,False,0.2671125400011078
1022,one_hop,0.03,0.01,0.75,0.2,0.5,0.25,76.34106831477149,0.5439295946544115,False,0.2445586659996479
1022,sagereg,0.03,0.01,0.75,0.2,0.5,0.25,76.34107435341453,0.5439296378879823,False,0.274112592000165
1023,one_hop,0.03,0.01,0.75,0.2,0.5,0.25,75.66167782008925,0.9841809319429384,False,0.2364839620004204
1023,sagereg,0.03,0.01,0.75,0.2,0.5,0.25,75.6616812471874,0.9841809241946576,False,0.2666715699997439
1024,one_hop,0.03,0.01,0.75,0.2,0.5,0.25,116.78677090797818,0.2677366463417178,False,0.2505018129995733
1024,sagereg,0.03,0.01,0.75,0.2,0.5,0.25,116.78674725601785,0.2677364224506607,False,0.278486884000813
1025,one_hop,0.03,0.01,0.75,0.2,0.5,0.25,99.24591949617307,0.6935256778162462,False,0.2472691539987863
1025,sagereg,0.03,0.01,0.75,0.2,0.5,0.25,99.24590398129718,0.6935258620435243,False,0.2776785879996168
1026,one_hop,0.03,0.01,0.75,0.2,0.5,0.25,127.33317734127532,1.002417183748508,False,0.2417375669992907
1026,sagereg,0.03,0.01,0.75,0.2,0.5,0.25,127.33317936781624,1.0024171778312054,False,0.2717875250000361
1027,one_hop,0.03,0.01,0.75,0.2,0.5,0.25,152.74248460393972,0.986671122058967,False,0.2422873389987216
1027,sagereg,0.03,0.01,0.75,0.2,0.5,0.25,152.74247802249923,0.9866710402937776,False,0.2716003290006483
1028,one_hop,0.03,0.01,0.75,0.2,0.5,0.25,139.65555302310742,0.2299599763691955,False,0.2380282440008159
1028,sagereg,0.03,0.01,0.75,0.2,0.5,0.25,139.65555090769928,0.2299600286691799,False,0.2667146620005951
1029,one_hop,0.03,0.01,0.75,0.2,0.5,0.25,122.99794713578926,1.0931901189471958,False,0.237989324999944
1029,sagereg,0.03,0.01,0.75,0.2,0.5,0.25,122.9979601566821,1.093189778873764,False,0.2672593299994332
1030,one_hop,0.03,0.01,0.75,0.2,0.5,0.25,101.54352275778857,0.8029135121822293,False,0.2435522220002894
1030,sagereg,0.03,0.01,0.75,0.2,0.5,0.25,101.54351079440067,0.8029134386520972,False,0.2709127540001645
1031,one_hop,0.03,0.01,0.75,0.2,0.5,0.25,156.04088936080828,0.665199819481695,False,0.2419728879995091
1031,sagereg,0.03,0.01,0.75,0.2,0.5,0.25,156.04090903168853,0.6652021347259763,False,0.2738372149997303
1032,one_hop,0.03,0.01,0.75,0.2,0.5,0.25,175.93850714763792,0.7226122515789654,False,0.2403020009987813
1032,sagereg,0.03,0.01,0.75,0.2,0.5,0.25,175.93851268603908,0.7226122558852859,False,0.2692067600000882
1033,one_hop,0.03,0.01,0.75,0.2,0.5,0.25,86.70107456924255,0.7567180236815667,False,0.2459175479998521
1033,sagereg,0.03,0.01,0.75,0.2,0.5,0.25,86.70107268239082,0.7567180259887326,False,0.2741684810007427
1034,one_hop,0.03,0.01,0.75,0.2,0.5,0.25,157.5298312643742,0.3682913822545307,False,0.2404635630009579
1034,sagereg,0.03,0.01,0.75,0.2,0.5,0.25,157.52983326813387,0.3682912573864947,False,0.2710805799997615
1035,one_hop,0.03,0.01,0.75,0.2,0.5,0.25,123.91971468437453,0.983892162605309,False,0.250025456000003
1035,sagereg,0.03,0.01,0.75,0.2,0.5,0.25,123.91971376830162,0.9838921568036744,False,0.2813823529995716
1036,one_hop,0.03,0.01,0.75,0.2,0.5,0.25,139.05905277718105,0.5010909545880009,False,0.2448659499987115
1036,sagereg,0.03,0.01,0.75,0.2,0.5,0.25,139.0590559623738,0.501090990896106,False,0.2724932909986819
1037,one_hop,0.03,0.01,0.75,0.2,0.5,0.25,132.2829029753269,0.5980724930328664,False,0.2480992790005984
1037,sagereg,0.03,0.01,0.75,0.2,0.5,0.25,132.2829541613197,0.5980737840783322,False,0.2804565130008996
1038,one_hop,0.03,0.01,0.75,0.2,0.5,0.25,103.65878387717036,0.6706930166594917,False,0.2454567320000933
1038,sagereg,0.03,0.01,0.75,0.2,0.5,0.25,103.65878129675691,0.6706930389337004,False,0.2755672840012266
1039,one_hop,0.03,0.01,0.75,0.2,0.5,0.25,151.8324947046738,0.6988598379354993,False,0.2465751970012206
1039,sagereg,0.03,0.01,0.75,0.2,0.5,0.25,151.83250102557017,0.698859901577612,False,0.2764539509989845
1040,one_hop,0.03,0.01,0.75,0.2,1.0,0.0,177.72305347923464,0.2900108002246019,False,0.2463104029993701
1040,sagereg,0.03,0.01,0.75,0.2,1.0,0.0,177.72305746799967,0.2900107806266034,False,0.2749248190011713
1041,one_hop,0.03,0.01,0.75,0.2,1.0,0.0,170.81989940784706,0.7225115338782827,False,0.252078902998619
1041,sagereg,0.03,0.01,0.75,0.2,1.0,0.0,170.81990430093032,0.7225114532272947,False,0.2794827230009105
1042,one_hop,0.03,0.01,0.75,0.2,1.0,0.0,89.94224297399103,1.090738707732629,False,0.2511388729999453
1042,sagereg,0.03,0.01,0.75,0.2,1.0,0.0,89.94225680547126,1.090738824846604,False,0.2761836839999887
1043,one_hop,0.03,0.01,0.75,0.2,1.0,0.0,134.09961572229298,0.78713617328939,False,0.254704318000222
1043,sagereg,0.03,0.01,0.75,0.2,1.0,0.0,134.09960686776313,0.7871360672120337,False,0.2837630319991149
1044,one_hop,0.03,0.01,0.75,0.2,1.0,0.0,120.01098926994028,0.6082315220696058,False,0.255423640999652
1044,sagereg,0.03,0.01,0.75,0.2,1.0,0.0,120.01099151915952,0.6082315397552076,False,0.2834726569999475
1045,one_hop,0.03,0.01,0.75,0.2,1.0,0.0,53.48743504333687,0.8295590064276913,False,0.2498032559997227
1045,sagereg,0.03,0.01,0.75,0.2,1.0,0.0,53.4874371598252,0.829559032743064,False,0.276380732000689
1046,one_hop,0.03,0.01,0.75,0.2,1.0,0.0,178.13906732031805,1.119462353336025,False,0.2454140499994537
1046,sagereg,0.03,0.01,0.75,0.2,1.0,0.0,178.13906385196356,1.1194623187562698,False,0.2705350920005003
1047,one_hop,0.03,0.01,0.75,0.2,1.0,0.0,6.791583897273457,0.5029080690191716,False,0.2461778849992697
1047,sagereg,0.03,0.01,0.75,0.2,1.0,0.0,6.791578144630032,0.502908100047775,False,0.2728688429997419
1048,one_hop,0.03,0.01,0.75,0.2,1.0,0.0,90.20662672100497,0.5467095120087785,False,0.2509365879996039
1048,sagereg,0.03,0.01,0.75,0.2,1.0,0.0,90.20662782870797,0.5467095665066519,False,0.2771573840000201
1049,one_hop,0.03,0.01,0.75,0.2,1.0,0.0,76.69363209682675,0.761158244805309,False,0.2594981080001162
1049,sagereg,0.03,0.01,0.75,0.2,1.0,0.0,76.6936335890658,0.7611581502675311,False,0.285422502000074
1050,one_hop,0.03,0.01,0.75,0.2,1.0,0.0,174.65867370896817,0.8329133584006919,False,0.25579105199904
1050,sagereg,0.03,0.01,0.75,0.2,1.0,0.0,174.65868457554208,0.8329132708292899,False,0.2839567890005128
1051,one_hop,0.03,0.01,0.75,0.2,1.0,0.0,170.63685980971533,0.4142677717481673,False,0.2498221900004864
1051,sagereg,0.03,0.01,0.75,0.2,1.0,0.0,170.63686725611038,0.4142678009973453,False,0.2795708360008575
1052,one_hop,0.03,0.01,0.75,0.2,1.0,0.0,16.612410622096363,0.5469663475554545,False,0.260016310001447
1052,sagereg,0.03,0.01,0.75,0.2,1.0,0.0,16.612398662891653,0.5469663241275172,False,0.2865270149995922
