method,inlier_ratio,noise_sigma,coherent_outlier_probability,coherent_outlier_spread,unary_separation,distractor_score_bonus,registration_recall,median_rotation_error_deg,median_translation_error,mean_runtime_seconds,evaluated_samples
sagereg,0.03,0.01,0.75,0.055,0.5,0.25,0.5,13.279716868707206,0.09105363427332469,0.2600502647998837,20
sagereg,0.03,0.01,0.75,0.055,1.0,0.0,0.25,103.72279848571995,0.8528373412957906,0.2589562981498602,20
sagereg,0.03,0.01,0.75,0.055,1.0,0.25,0.55,0.6377737112552484,0.006132567222389499,0.25767317079962593,20
sagereg,0.03,0.01,0.75,0.2,0.0,0.0,0.0,121.40438073957532,0.7701854154692898,0.27745359954978993,20
sagereg,0.03,0.01,0.75,0.2,0.0,0.25,0.0,115.6691347020284,0.7327470601270909,0.26859340669989246,20
sagereg,0.03,0.01,0.75,0.2,0.5,0.0,0.0,127.04951830754807,0.7191805445792578,0.2790857453997887,20
sagereg,0.03,0.01,0.75,0.2,0.5,0.25,0.0,129.3561306792444,0.6961928818105682,0.27276647480011884,20
sagereg,0.03,0.01,0.75,0.2,1.0,0.0,0.0,113.2017748608541,0.6949623451877402,0.27926849640025464,20
sagereg,0.03,0.01,0.75,0.2,1.0,0.25,0.0,116.39262471222642,0.6395814036983936,0.2725882183002795,20
sagereg,0.03,0.01,0.75,0.8,0.0,0.0,0.0,117.55871539752593,0.7121379560198614,0.296772602800047,20
sagereg,0.03,0.01,0.75,0.8,0.0,0.25,0.0,133.4302352833623,0.6887831646688205,0.28534856519991075,20
sagereg,0.03,0.01,0.75,0.8,0.5,0.0,0.0,157.20428376474263,0.6854177582884549,0.2957270343498749,20
sagereg,0.03,0.01,0.75,0.8,0.5,0.25,0.0,122.0594363075447,0.6824177546263122,0.28518183990017854,20
sagereg,0.03,0.01,0.75,0.8,1.0,0.0,0.0,126.72594778155292,0.5950786686309757,0.2933515741498013,20
sagereg,0.03,0.01,0.75,0.8,1.0,0.25,0.0,119.49699994603658,0.6344893212569742,0.28721678120000427,20
sagereg,0.05,0.01,0.0,0.055,0.0,0.0,1.0,0.26893771018587,0.00279447541921195,0.25895926905013766,20
sagereg,0.05,0.01,0.0,0.055,0.0,0.25,1.0,0.2994527336729125,0.0033990387046828503,0.2590176557001541,20
sagereg,0.05,0.01,0.0,0.055,0.5,0.0,1.0,0.22969378116469746,0.00300967809871225,0.2552044316998035,20
sagereg,0.05,0.01,0.0,0.055,0.5,0.25,1.0,0.2973242860210531,0.00263277317220925,0.2568508072999975,20
sagereg,0.05,0.01,0.0,0.055,1.0,0.0,1.0,0.1755288060877955,0.0030600827751356002,0.25391506339983605,20
sagereg,0.05,0.01,0.0,0.055,1.0,0.25,1.0,0.30768677126457195,0.00322315694860405,0.2528167808000034,20
sagereg,0.05,0.01,0.25,0.055,0.0,0.0,1.0,0.2831742477484272,0.00308442949251825,0.2752910451000389,20
sagereg,0.05,0.01,0.25,0.055,0.0,0.25,0.95,0.23322145406279726,0.0026379899090793503,0.2595650244000353,20
sagereg,0.05,0.01,0.25,0.055,0.5,0.0,0.95,0.29680435127239124,0.0029635313495908,0.2712158649002049,20
sagereg,0.05,0.01,0.25,0.055,0.5,0.25,0.95,0.2724155711303446,0.0032481202473966997,0.25280706835001177,20
sagereg,0.05,0.01,0.25,0.055,1.0,0.0,0.95,0.24008053845687385,0.00291573780387265,0.2676398493999841,20
sagereg,0.05,0.01,0.25,0.055,1.0,0.25,0.95,0.23702692984096985,0.00268875467725655,0.24641064409979657,20
sagereg,0.05,0.01,0.25,0.2,0.0,0.0,0.0,114.56256377147056,0.6293416717218983,0.28175730085013123,20
sagereg,0.05,0.01,0.25,0.2,0.0,0.25,0.0,114.36529401495534,0.7839470420907615,0.2662891259999924,20
sagereg,0.05,0.01,0.25,0.2,0.5,0.0,0.0,111.34765271951468,0.6383107049680595,0.28090763175023314,20
sagereg,0.05,0.01,0.25,0.2,0.5,0.25,0.0,135.17247813804173,0.5945319404358947,0.26002272764981166,20
sagereg,0.05,0.01,0.25,0.2,1.0,0.0,0.0,112.52611670017785,0.6118017076246577,0.27721298960041163,20
sagereg,0.05,0.01,0.25,0.2,1.0,0.25,0.0,130.52231590419566,0.5488757743685488,0.2560098055999333,20
sagereg,0.05,0.01,0.25,0.8,0.0,0.0,0.0,110.1802146222787,0.7146665035020536,0.2895329984999989,20
sagereg,0.05,0.01,0.25,0.8,0.0,0.25,0.0,107.97837874597084,0.5873639298135489,0.2706269222000628,20
sagereg,0.05,0.01,0.25,0.8,0.5,0.0,0.0,127.27182913081269,0.7062601974062126,0.2838726530999338,20
sagereg,0.05,0.01,0.25,0.8,0.5,0.25,0.0,119.82785477385968,0.6812743155538904,0.263016722949942,20
sagereg,0.05,0.01,0.25,0.8,1.0,0.0,0.0,99.41494510892896,0.719139787230592,0.28065344999977243,20
sagereg,0.05,0.01,0.25,0.8,1.0,0.25,0.0,101.02448774021755,0.6538167277200733,0.25881415294970794,20
sagereg,0.05,0.01,0.5,0.055,0.0,0.0,0.9,0.2695618596871026,0.0035156637022532,0.26244673215023795,20
sagereg,0.05,0.01,0.5,0.055,0.0,0.25,0.8,0.3184445189533359,0.00392334599779995,0.24812299890018036,20
sagereg,0.05,0.01,0.5,0.055,0.5,0.0,0.55,0.5435185242540643,0.006214281487456251,0.2595169200999407,20
sagereg,0.05,0.01,0.5,0.055,0.5,0.25,0.8,0.3832843833269073,0.0029134511554639,0.24599885629986598,20
sagereg,0.05,0.01,0.5,0.055,1.0,0.0,0.9,0.361437916669472,0.00277461942695735,0.2598153866500979,20
sagereg,0.05,0.01,0.5,0.055,1.0,0.25,0.95,0.32818673431521783,0.0029589279259161503,0.24253853030040767,20
sagereg,0.05,0.01,0.5,0.2,0.0,0.0,0.0,115.78882796216119,0.7381797384936806,0.2811487143498198,20
sagereg,0.05,0.01,0.5,0.2,0.0,0.25,0.0,117.18459556522323,0.724962175079751,0.26507383890020714,20
sagereg,0.05,0.01,0.5,0.2,0.5,0.0,0.0,125.99651866623498,0.6455025326769552,0.278455782650235,20
sagereg,0.05,0.01,0.5,0.2,0.5,0.25,0.0,120.89006686683521,0.713228537178626,0.26332505009986557,20
sagereg,0.05,0.01,0.5,0.2,1.0,0.0,0.0,105.41002249734035,0.7767882747537354,0.27605774994999593,20
sagereg,0.05,0.01,0.5,0.2,1.0,0.25,0.0,122.80213730408164,0.7105992035226745,0.2630313160000696,20
sagereg,0.05,0.01,0.5,0.8,0.0,0.0,0.0,117.6943474595006,0.67831953752028,0.29363890984996033,20
sagereg,0.05,0.01,0.5,0.8,0.0,0.25,0.0,127.90870313883187,0.6429791588025426,0.27792482100012417,20
sagereg,0.05,0.01,0.5,0.8,0.5,0.0,0.0,132.08914894140568,0.5131054266222876,0.28939777985006,20
sagereg,0.05,0.01,0.5,0.8,0.5,0.25,0.0,85.22593267275751,0.6612240371865516,0.27661971304996763,20
sagereg,0.05,0.01,0.5,0.8,1.0,0.0,0.0,95.48014788106214,0.6182669328850385,0.28762777894980895,20
sagereg,0.05,0.01,0.5,0.8,1.0,0.25,0.0,79.42288943609266,0.48616377337299316,0.2729703432498354,20
sagereg,0.05,0.01,0.75,0.055,0.0,0.0,0.65,0.38782223810885763,0.0056103009875043495,0.25851859394988425,20
sagereg,0.05,0.01,0.75,0.055,0.0,0.25,0.75,0.32868915561596906,0.00326924826554355,0.257193726999958,20
sagereg,0.05,0.01,0.75,0.055,0.5,0.0,0.6,0.35972255294813843,0.0041124405914126,0.25296950550009567,20
sagereg,0.05,0.01,0.75,0.055,0.5,0.25,0.9,0.33569180603586224,0.0039144902871242,0.2571400153001377,20
sagereg,0.05,0.01,0.75,0.055,1.0,0.0,0.75,0.2624795396482705,0.00386565387733065,0.2523785796998709,20
sagereg,0.05,0.01,0.75,0.055,1.0,0.25,0.9,0.33325233315614217,0.0032868530288156497,0.2543609386499156,20
sagereg,0.05,0.01,0.75,0.2,0.0,0.0,0.0,128.03710827016658,0.7129692169239386,0.28013871555003783,20
sagereg,0.05,0.01,0.75,0.2,0.0,0.25,0.0,139.48713545014317,0.7011488833046235,0.27485983025017047,20
sagereg,0.05,0.01,0.75,0.2,0.5,0.0,0.0,98.61553512009408,0.7870439889345416,0.27654630865017676,20
sagereg,0.05,0.01,0.75,0.2,0.5,0.25,0.0,100.3742338051143,0.7124180527821736,0.27490396149987645,20
sagereg,0.05,0.01,0.75,0.2,1.0,0.0,0.0,111.38788532246913,0.7813717844721328,0.27353951715003855,20
sagereg,0.05,0.01,0.75,0.2,1.0,0.25,0.0,119.16573050850803,0.6460830526986652,0.2737649121499999,20
sagereg,0.05,0.01,0.75,0.8,0.0,0.0,0.0,86.19403720370198,0.6119464721905296,0.2956547730499551,20
sagereg,0.05,0.01,0.75,0.8,0.0,0.25,0.0,122.9985092491556,0.6914151692517116,0.28688765930028237,20
sagereg,0.05,0.01,0.75,0.8,0.5,0.0,0.0,105.07209649160285,0.6146623921087588,0.2912299000501662,20
sagereg,0.05,0.01,0.75,0.8,0.5,0.25,0.0,98.5837555671929,0.5982725978868872,0.2872671516000082,20
sagereg,0.05,0.01,0.75,0.8,1.0,0.0,0.0,130.56193377265174,0.6192921791783623,0.28741533579986933,20
sagereg,0.05,0.01,0.75,0.8,1.0,0.25,0.0,94.56209615092337,0.6018953499513273,0.2855488268500267,20
sagereg,0.1,0.01,0.0,0.055,0.0,0.0,1.0,0.16108995093507034,0.00197649637559715,0.27278422035014954,20
sagereg,0.1,0.01,0.0,0.055,0.0,0.25,1.0,0.17284410276003906,0.00194184373964695,0.271529571100018,20
sagereg,0.1,0.01,0.0,0.055,0.5,0.0,1.0,0.1902019518907446,0.0020867372003800996,0.2638139799501005,20
sagereg,0.1,0.01,0.0,0.055,0.5,0.25,1.0,0.1765091566273506,0.00183073962413245,0.26435051529988407,20
sagereg,0.1,0.01,0.0,0.055,1.0,0.0,1.0,0.21704451773841538,0.00189543122942505,0.25977060849991174,20
sagereg,0.1,0.01,0.0,0.055,1.0,0.25,1.0,0.26752435891236376,0.00217394729766485,0.2584668665499521,20
sagereg,0.1,0.01,0.25,0.055,0.0,0.0,1.0,0.1472132224566049,0.0023244607280747,0.2810794450499997,20
sagereg,0.1,0.01,0.25,0.055,0.0,0.25,1.0,0.2286613443173059,0.00221320008281755,0.2649906466000175,20
sagereg,0.1,0.01,0.25,0.055,0.5,0.0,1.0,0.20229677615795744,0.0017121983384789001,0.27202359594994047,20
sagereg,0.1,0.01,0.25,0.055,0.5,0.25,1.0,0.19946600057086267,0.00246312157063715,0.2556478064000657,20
sagereg,0.1,0.01,0.25,0.055,1.0,0.0,1.0,0.20177884252354472,0.0019489728197106498,0.26801903660016246,20
sagereg,0.1,0.01,0.25,0.055,1.0,0.25,1.0,0.22719501249108676,0.00223914439695675,0.24781064980033984,20
sagereg,0.1,0.01,0.25,0.2,0.0,0.0,0.0,118.442107552622,0.8011170044610834,0.2899993712000651,20
sagereg,0.1,0.01,0.25,0.2,0.0,0.25,0.0,121.51167430869722,0.6975682301434509,0.27193143429976774,20
sagereg,0.1,0.01,0.25,0.2,0.5,0.0,0.0,108.69073709678622,0.6636740037104998,0.2796100305998152,20
sagereg,0.1,0.01,0.25,0.2,0.5,0.25,0.0,118.91113327732639,0.5600357413849898,0.25889962239989467,20
sagereg,0.1,0.01,0.25,0.2,1.0,0.0,0.0,130.55630087434673,0.8032058620191205,0.2750921863502299,20
sagereg,0.1,0.01,0.25,0.2,1.0,0.25,0.0,106.2634108982088,0.644675085954569,0.25349630939981577,20
sagereg,0.1,0.01,0.25,0.8,0.0,0.0,0.0,101.16923570770288,0.7532484550095113,0.2883609903998149,20
sagereg,0.1,0.01,0.25,0.8,0.0,0.25,0.0,119.3533037934026,0.6709756468455066,0.27340301250014815,20
sagereg,0.1,0.01,0.25,0.8,0.5,0.0,0.0,110.6484078416392,0.7125739753567903,0.28249521519983317,20
sagereg,0.1,0.01,0.25,0.8,0.5,0.25,0.0,103.45924912044883,0.4986664143644911,0.26286199249989295,20
sagereg,0.1,0.01,0.25,0.8,1.0,0.0,0.0,120.43771916716453,0.6769035284143649,0.2774514812002053,20
sagereg,0.1,0.01,0.25,0.8,1.0,0.25,0.0,100.35657442382512,0.7277074958806848,0.25622801664985667,20
sagereg,0.1,0.01,0.5,0.055,0.0,0.0,1.0,0.1657004639488298,0.0021981169411223,0.27102922064996166,20
sagereg,0.1,0.01,0.5,0.055,0.0,0.25,1.0,0.23131697845951626,0.00230505620281415,0.25930877069968117,20
sagereg,0.1,0.01,0.5,0.055,0.5,0.0,1.0,0.18593456918150664,0.0020460428640706498,0.26230857364989785,20
sagereg,0.1,0.01,0.5,0.055,0.5,0.25,1.0,0.17579298086413747,0.0020646236219396003,0.2546194195999305,20
sagereg,0.1,0.01,0.5,0.055,1.0,0.0,1.0,0.2210318013058899,0.0024156594021509502,0.25969566685007517,20
sagereg,0.1,0.01,0.5,0.055,1.0,0.25,1.0,0.16013760483232276,0.00229971893936285,0.24878582345008904,20
sagereg,0.1,0.01,0.5,0.2,0.0,0.0,0.0,121.87689970158296,0.6392962551493799,0.28413646455010166,20
sagereg,0.1,0.01,0.5,0.2,0.0,0.25,0.0,126.69841371379374,0.7277235246079292,0.27295290675010614,20
sagereg,0.1,0.01,0.5,0.2,0.5,0.0,0.0,110.85720407617868,0.6453495811709578,0.2766322354501426,20
sagereg,0.1,0.01,0.5,0.2,0.5,0.25,0.0,127.22095950691511,0.6036613791832579,0.2685318369499327,20
sagereg,0.1,0.01,0.5,0.2,1.0,0.0,0.0,117.81443661543508,0.6913514905926031,0.27279714044998393,20
sagereg,0.1,0.01,0.5,0.2,1.0,0.25,0.0,121.22711421395447,0.755027991896654,0.26225861535012884,20
sagereg,0.1,0.01,0.5,0.8,0.0,0.0,0.0,104.13478399001126,0.6244628863297139,0.29247296295015984,20
sagereg,0.1,0.01,0.5,0.8,0.0,0.25,0.0,117.60340770319164,0.6714817326972075,0.28080310800005465,20
sagereg,0.1,0.01,0.5,0.8,0.5,0.0,0.0,119.68335761343333,0.5464816172593642,0.2860540250999293,20
sagereg,0.1,0.01,0.5,0.8,0.5,0.25,0.0,138.39630707949271,0.6075695371689998,0.2776748409498396,20
sagereg,0.1,0.01,0.5,0.8,1.0,0.0,0.0,130.73860457217052,0.7029706493890241,0.2819506091502262,20
sagereg,0.1,0.01,0.5,0.8,1.0,0.25,0.0,112.63457603161605,0.6943174360214512,0.27392924724990736,20
sagereg,0.1,0.01,0.75,0.055,0.0,0.0,1.0,0.19560859626402904,0.0022925922938662998,0.2650254920999941,20
sagereg,0.1,0.01,0.75,0.055,0.0,0.25,1.0,0.18090185817057206,0.0021407831943632,0.2661802013001761,20
sagereg,0.1,0.01,0.75,0.055,0.5,0.0,1.0,0.15061435921957125,0.0021371284856145003,0.2578155299499485,20
sagereg,0.1,0.01,0.75,0.055,0.5,0.25,1.0,0.17270033552904362,0.00178757110988175,0.26162034714998295,20
sagereg,0.1,0.01,0.75,0.055,1.0,0.0,0.9,0.29031070207153653,0.0023354505357719496,0.25284766350023347,20
sagereg,0.1,0.01,0.75,0.055,1.0,0.25,1.0,0.1486327649694694,0.00162865406744905,0.25724778630010403,20
sagereg,0.1,0.01,0.75,0.2,0.0,0.0,0.0,110.11599778891724,0.7050041549297053,0.28144368715029483,20
sagereg,0.1,0.01,0.75,0.2,0.0,0.25,0.0,107.13876734475616,0.8008985359070043,0.2774487807502737,20
sagereg,0.1,0.01,0.75,0.2,0.5,0.0,0.0,121.96722819844902,0.6180799832948615,0.27243364380037743,20
sagereg,0.1,0.01,0.75,0.2,0.5,0.25,0.0,112.63618317116608,0.7048053037810148,0.2768232614998851,20
sagereg,0.1,0.01,0.75,0.2,1.0,0.0,0.0,142.96926361434927,0.6024452549177167,0.26896427449983096,20
sagereg,0.1,0.01,0.75,0.2,1.0,0.25,0.0,126.98443138383867,0.710816093869763,0.2719385914999293,20
sagereg,0.1,0.01,0.75,0.8,0.0,0.0,0.0,111.59930230588583,0.7409075171543421,0.29378127630016027,20
sagereg,0.1,0.01,0.75,0.8,0.0,0.25,0.0,91.80756736829358,0.6372400861741052,0.2885599450999507,20
sagereg,0.1,0.01,0.75,0.8,0.5,0.0,0.0,130.52398735987887,0.6181092523358065,0.2855771765500322,20
sagereg,0.1,0.01,0.75,0.8,0.5,0.25,0.0,121.71077614330234,0.5650893608237766,0.286128889250267,20
sagereg,0.1,0.01,0.75,0.8,1.0,0.0,0.0,126.88263014564846,0.5836173083746057,0.27910381679967033,20
sagereg,0.1,0.01,0.75,0.8,1.0,0.25,0.0,144.0278486938003,0.6949723142365876,0.2825870996000958,20
