trial,method,inlier_ratio,noise_sigma,rotation_error_deg,translation_error,success,runtime_seconds
304,one_hop,0.04,0.005,0.2003562525480767,0.0032992068563657,True,0.2112338019999811
304,sagereg,0.04,0.005,0.2003562536977397,0.0032992068329061,True,0.2379929680000145
305,one_hop,0.04,0.005,0.0992673303440013,0.0010636034562193,True,0.2191149440000117
305,sagereg,0.04,0.005,0.0992673324220982,0.0010636034190801,True,0.2451532639999527
306,one_hop,0.04,0.005,0.1839415706483141,0.0022804148650334,True,0.2216124570000488
306,sagereg,0.04,0.005,0.1839415702916587,0.0022804148922251,True,0.2500159000000508
307,one_hop,0.04,0.005,0.4919887500246664,0.0033277195774254,True,0.2146447189999776
307,sagereg,0.04,0.005,0.545626887064755,0.0071519165341619,True,0.2416586300000176
308,one_hop,0.04,0.005,0.1559373625172283,0.0015632773149003,True,0.2197895389999757
308,sagereg,0.04,0.005,0.1559373660698538,0.0015632773518655,True,0.2450669760000323
309,one_hop,0.04,0.005,0.1186396692030507,0.0016033589070235,True,0.2151521279999997
309,sagereg,0.04,0.005,0.1186396688958475,0.0016033589039304,True,0.2431685710000124
310,one_hop,0.04,0.005,0.2804435339646665,0.0032232921797567,True,0.2196852209999633
310,sagereg,0.04,0.005,0.2804435326676593,0.0032232921685654,True,0.2480453239999747
311,one_hop,0.04,0.005,0.1121571561534428,0.002016329412182,True,0.2141440259999854
311,sagereg,0.04,0.005,0.1121571560819518,0.002016329410659,True,0.2403096780000169
312,one_hop,0.04,0.005,0.0784588874657056,0.0021686745827493,True,0.2185060289999683
312,sagereg,0.04,0.005,0.0784588865459368,0.0021686745718945,True,0.2463897869999982
313,one_hop,0.04,0.005,0.0421218159950537,0.0011292788134028,True,0.2222359880000226
313,sagereg,0.04,0.005,0.0421218155970324,0.0011292788210582,True,0.2511072809999746
314,one_hop,0.04,0.005,0.21355337304104,0.0024242419853168,True,0.2232510370000113
314,sagereg,0.04,0.005,0.213553373566695,0.002424241972349,True,0.2511201609999602
315,one_hop,0.04,0.005,0.1899780926396876,0.0010262066213112,True,0.2184232540000152
315,sagereg,0.04,0.005,0.1899780937946006,0.0010262066260899,True,0.2438776029999871
316,one_hop,0.04,0.005,0.3264513192647872,0.0019763461448075,True,0.2167865979999987
316,sagereg,0.04,0.005,0.3264513194143915,0.0019763461452561,True,0.2442565819999913
317,one_hop,0.04,0.005,0.2903399620356232,0.0023274623628419,True,0.2202841120000016
317,sagereg,0.04,0.005,0.2903399627762553,0.0023274623571339,True,0.2490159619999872
318,one_hop,0.04,0.005,0.3010081402632344,0.002659458783318,True,0.2185184379999896
318,sagereg,0.04,0.005,0.3010081379190887,0.0026594587470399,True,0.2448860700000068
319,one_hop,0.04,0.005,0.1080098837853982,0.001011779200256,True,0.2164511720000064
319,sagereg,0.04,0.005,0.108009883636926,0.0010117792098569,True,0.2440347809999821
320,one_hop,0.04,0.005,0.1405539463370549,0.0017036753732184,True,0.2209751940000046
320,sagereg,0.04,0.005,0.1405539464822664,0.0017036753734556,True,0.2480865109999968
321,one_hop,0.04,0.005,0.0996105698966944,0.0022221001607649,True,0.2150161139999795
321,sagereg,0.04,0.005,0.0996105713895247,0.002222100178343,True,0.2422292769999785
322,one_hop,0.04,0.005,0.145035057106348,0.0013923910233248,True,0.217494213000009
322,sagereg,0.04,0.005,0.1450350578652574,0.0013923910178842,True,0.2463425790000428
323,one_hop,0.04,0.005,0.0571649253879054,0.0014933611920402,True,0.2210811830000238
323,sagereg,0.04,0.005,0.0571649308072259,0.0014933612352599,True,0.2485221140000248
324,one_hop,0.04,0.005,0.0576601378118741,0.0017412320349647,True,0.2291326720000484
324,sagereg,0.04,0.005,0.0576601402770306,0.0017412320762391,True,0.2567288260000282
325,one_hop,0.04,0.005,0.301153918067867,0.0017741097954206,True,0.2236099400000171
325,sagereg,0.04,0.005,0.3011539180581852,0.0017741097961971,True,0.2496190360000127
326,one_hop,0.04,0.005,0.2514840307484004,0.00168652923873,True,0.2175060599999483
326,sagereg,0.04,0.005,0.251484032136792,0.0016865292576372,True,0.2441631770000185
327,one_hop,0.04,0.005,0.1785282225171171,0.0021219445602665,True,0.2182237840000311
327,sagereg,0.04,0.005,0.1785282215331142,0.0021219445687848,True,0.2453767920000018
328,one_hop,0.04,0.005,0.1293675197709448,0.0015248963220513,True,0.2200757539999926
328,sagereg,0.04,0.005,0.1293675181650929,0.0015248963253188,True,0.246304417000033
329,one_hop,0.04,0.005,0.2733894970446701,0.0016192931183085,True,0.2214917790000186
329,sagereg,0.04,0.005,0.27338949887107,0.001619293143197,True,0.2497492809999926
330,one_hop,0.04,0.005,0.1483877959206058,0.0012470325161097,True,0.222419517999981
330,sagereg,0.04,0.005,0.1483877965346474,0.0012470325080765,True,0.250836927000023
331,one_hop,0.04,0.005,0.1502897483674939,0.0023566473515249,True,0.2201307340000085
331,sagereg,0.04,0.005,0.1502897482365394,0.0023566473746935,True,0.2475738800000044
332,one_hop,0.04,0.005,0.2126796768293775,0.0021925576772941,True,0.2215879990000075
332,sagereg,0.04,0.005,166.56243370361744,0.8254755334223834,False,0.2496099180000328
333,one_hop,0.04,0.005,0.1312938457863762,0.0025433844776615,True,0.2284483110000223
333,sagereg,0.04,0.005,0.1312938466524723,0.0025433845289395,True,0.2558012130000406
334,one_hop,0.04,0.005,0.293474901549645,0.0040980237588945,True,0.2151349279999976
334,sagereg,0.04,0.005,0.2934749012714595,0.0040980237467316,True,0.2428161869999598
335,one_hop,0.04,0.005,0.0686475051564954,0.0009159549505241,True,0.2181156589999773
335,sagereg,0.04,0.005,0.0686475057192729,0.0009159549555317,True,0.2432979480000199
336,one_hop,0.04,0.005,0.1339397123591221,0.0014469428124803,True,0.2198476629999959
336,sagereg,0.04,0.005,0.1339397139809052,0.0014469427748294,True,0.2485322160000009
337,one_hop,0.04,0.005,0.3291891590190533,0.0027952889840094,True,0.2159128749999581
337,sagereg,0.04,0.005,0.3291891594021324,0.0027952890539748,True,0.2441587939999863
338,one_hop,0.04,0.005,0.3602659958915655,0.0022841892734835,True,0.2160042589999875
338,sagereg,0.04,0.005,0.360265995606277,0.0022841892728925,True,0.2439337090000322
339,one_hop,0.04,0.005,0.213368223612443,0.0018182859216952,True,0.2147701300000335
339,sagereg,0.04,0.005,0.2133682226934567,0.0018182858981051,True,0.2409665870000026
340,one_hop,0.04,0.005,0.3094467624821623,0.0016087488248908,True,0.2216373260000068
340,sagereg,0.04,0.005,0.3094467595447284,0.0016087488449674,True,0.2496408569999744
341,one_hop,0.04,0.005,0.0786849973708698,0.0025437316129483,True,0.2192706669999893
341,sagereg,0.04,0.005,0.0786849955180904,0.002543731659008,True,0.2451249060000009
342,one_hop,0.04,0.005,0.1666261772390109,0.0013084772766016,True,0.2130316170000128
342,sagereg,0.04,0.005,0.1666261771383941,0.0013084772770702,True,0.2398995709999667
343,one_hop,0.04,0.005,0.1973038761812155,0.002778364842403,True,0.2179378050000195
343,sagereg,0.04,0.005,0.197303876750162,0.0027783648441256,True,0.2447987630000057
344,one_hop,0.04,0.005,0.2196733419050502,0.0034775687746576,True,0.2228124769999908
344,sagereg,0.04,0.005,0.2196733424525616,0.0034775687676045,True,0.2500135189999923
345,one_hop,0.04,0.005,0.1581214058768811,0.0026106991821597,True,0.2148634949999746
345,sagereg,0.04,0.005,0.1581214070939056,0.0026106991542169,True,0.2428926370000113
346,one_hop,0.04,0.005,0.0840687750329303,0.0013395204320815,True,0.2210913449999907
346,sagereg,0.04,0.005,0.0840687757092399,0.0013395204402301,True,0.2496927239999991
347,one_hop,0.04,0.005,124.26271308257392,1.2136261510844943,False,0.2190627029999632
347,sagereg,0.04,0.005,123.6547529096547,1.2006372606163869,False,0.2475419720000218
348,one_hop,0.04,0.005,173.80775728854857,1.3365852210196278,False,0.2152590000000032
348,sagereg,0.04,0.005,173.80131238813956,1.3350695521653997,False,0.2432512459999998
349,one_hop,0.04,0.005,0.1568004268021256,0.0021682169769792,True,0.2193047140000317
349,sagereg,0.04,0.005,0.156800426941589,0.0021682169026779,True,0.2461955900000134
350,one_hop,0.04,0.01,0.349874932105222,0.0023963594832162,True,0.2187369869999997
350,sagereg,0.04,0.01,0.3498643098650734,0.0023962628821227,True,0.2460082460000308
351,one_hop,0.04,0.01,0.3956700861758961,0.0026155459937692,True,0.2228777149999814
351,sagereg,0.04,0.01,0.3956714360197899,0.0026155506833116,True,0.2509932329999742
352,one_hop,0.04,0.01,0.2347183819562978,0.004541923164273,True,0.2166801789999795
352,sagereg,0.04,0.01,0.2347184169062414,0.0045419237118101,True,0.2456212260000256
353,one_hop,0.04,0.01,0.5491215357391948,0.0060209753318698,True,0.2173175739999919
353,sagereg,0.04,0.01,0.5491217472019576,0.0060209772189631,True,0.2450239279999664
354,one_hop,0.04,0.01,0.2854530369558217,0.0061195482901051,True,0.2189664900000139
354,sagereg,0.04,0.01,0.2854530346473686,0.0061195498254342,True,0.2451572589999955
355,one_hop,0.04,0.01,107.9149141757994,1.2266053090126932,False,0.2175659100000189
355,sagereg,0.04,0.01,126.26526692651883,1.4831982657278728,False,0.2442727600000012
356,one_hop,0.04,0.01,0.7515446389834087,0.0076351716336892,True,0.2249655979999829
356,sagereg,0.04,0.01,0.7515446195119395,0.0076351724552348,True,0.2524128839999662
357,one_hop,0.04,0.01,96.31562125331445,0.7962849856156743,False,0.2209731990000136
357,sagereg,0.04,0.01,61.20245779456168,0.8149105836368371,False,0.2492734229999769
358,one_hop,0.04,0.01,0.2156440387062122,0.002547330226667,True,0.2178644840000174
358,sagereg,0.04,0.01,0.2156428264295641,0.0025473460447622,True,0.2456882579999728
359,one_hop,0.04,0.01,0.1886490126005809,0.0018062642640518,True,0.2185324590000164
359,sagereg,0.04,0.01,0.1886490256027794,0.001806264474005,True,0.245647861000009
360,one_hop,0.04,0.01,173.0692636762252,1.185112955807047,False,0.2243719720000285
360,sagereg,0.04,0.01,171.16042613799405,1.1978960806780496,False,0.2515226639999923
361,one_hop,0.04,0.01,157.84818506137364,0.7978369220034035,False,0.223005841000031
361,sagereg,0.04,0.01,29.340892749037035,0.4048831471745033,False,0.2515461879999634
362,one_hop,0.04,0.01,171.19799190237376,1.1735236168729053,False,0.2157407539999667
362,sagereg,0.04,0.01,164.4212904777142,1.099987941707048,False,0.2444836529999747
363,one_hop,0.04,0.01,0.1114778703257862,0.0004959280646317,True,0.2147618000000193
363,sagereg,0.04,0.01,0.1114776352038838,0.0004959272204847,True,0.2413470869999514
364,one_hop,0.04,0.01,40.14339956460648,0.8310890437537636,False,0.2224302380000153
364,sagereg,0.04,0.01,40.269256450593,0.8275530206122355,False,0.2501520600000049
365,one_hop,0.04,0.01,0.2812693069541819,0.0057653347797184,True,0.2162626260000024
365,sagereg,0.04,0.01,0.2812694916872425,0.0057653352797643,True,0.242763095999976
366,one_hop,0.04,0.01,0.1661732928706389,0.003537625825112,True,0.2212870480000219
366,sagereg,0.04,0.01,0.1661732436401781,0.003537625885356,True,0.2501244790000214
367,one_hop,0.04,0.01,0.5227190758499185,0.0058459727456751,True,0.2165685379999899
367,sagereg,0.04,0.01,0.522719131131276,0.0058459732214178,True,0.2439111260000004
368,one_hop,0.04,0.01,0.2251683362869085,0.0039665923919719,True,0.2177690230000166
368,sagereg,0.04,0.01,0.2251688225182734,0.0039665928090324,True,0.2446683430000007
369,one_hop,0.04,0.01,0.2500867580985937,0.0039761125194885,True,0.2184653169999819
369,sagereg,0.04,0.01,0.2500867685769958,0.0039761125517395,True,0.2462340899999731
370,one_hop,0.04,0.01,0.0972118834460408,0.0014511415015966,True,0.2261681119999821
370,sagereg,0.04,0.01,0.0972124467962651,0.0014511373263921,True,0.2532771590000493
371,one_hop,0.04,0.01,0.4095198915013862,0.0062390545678828,True,0.2215637970000443
371,sagereg,0.04,0.01,0.4095198988313279,0.0062390545501081,True,0.2504076449999957
372,one_hop,0.04,0.01,0.4434864316388137,0.0028010431117217,True,0.2211788109999588
372,sagereg,0.04,0.01,0.4434864314843105,0.0028010431605939,True,0.2495814699999528
373,one_hop,0.04,0.01,76.90114950271405,1.8925616744608529,False,0.2221386949998987
373,sagereg,0.04,0.01,0.7024221569092512,0.0049443137964687,True,0.2494329129999641
374,one_hop,0.04,0.01,0.5258608878489974,0.0058702402533,True,0.2281331200000522
374,sagereg,0.04,0.01,0.5258608752416586,0.005870240487826,True,0.2562255689999801
375,one_hop,0.04,0.01,177.03306328027054,0.9770032150453888,False,0.2174893270000666
375,sagereg,0.04,0.01,0.217562303855803,0.0036268030140899,True,0.244637990000001
376,one_hop,0.04,0.01,0.1934048844341037,0.0029809328914399,True,0.2234000899999273
376,sagereg,0.04,0.01,0.1934049464293384,0.002980931989073,True,0.2506905599999527
377,one_hop,0.04,0.01,0.52618745388044,0.0027810165835017,True,0.2253912150000587
377,sagereg,0.04,0.01,0.5261877453953048,0.0027810155560138,True,0.2547162319999643
378,one_hop,0.04,0.01,156.00549686681669,1.6261737180635454,False,0.2176501190000408
378,sagereg,0.04,0.01,159.6720121781889,1.598912971491687,False,0.2439188739999735
379,one_hop,0.04,0.01,0.260720194279856,0.0016186620002877,True,0.2195287700000108
379,sagereg,0.04,0.01,0.2607201106870217,0.0016186578056027,True,0.247137940000016
380,one_hop,0.04,0.01,0.389442998469837,0.0047100982366915,True,0.2218196160000616
380,sagereg,0.04,0.01,0.38944285770018,0.0047100987518195,True,0.2506884250000212
381,one_hop,0.04,0.01,0.7223251250009568,0.0048593902505862,True,0.226433740999937
381,sagereg,0.04,0.01,0.7223251340108253,0.0048593903528715,True,0.2547938139999814
382,one_hop,0.04,0.01,105.29060526373073,0.8737190881420848,False,0.2211338089999799
382,sagereg,0.04,0.01,103.9990563640018,0.8674032901020935,False,0.2467413480000004
383,one_hop,0.04,0.01,0.375401748091852,0.0027432911853623,True,0.2181776349999609
383,sagereg,0.04,0.01,0.3754018612820053,0.0027432914537884,True,0.2446099380000532
384,one_hop,0.04,0.01,0.4250751230592695,0.0034557737965725,True,0.2210538000000497
384,sagereg,0.04,0.01,0.4250751293355864,0.0034557736288995,True,0.2502631429999837
385,one_hop,0.04,0.01,0.2674851711696011,0.0060268736773323,True,0.2215301649999901
385,sagereg,0.04,0.01,0.2675083066306737,0.0060269692397368,True,0.2493711370000255
386,one_hop,0.04,0.01,0.1225742444602476,0.0030146150907792,True,0.2213515700000243
386,sagereg,0.04,0.01,0.1225742512218099,0.0030146155191202,True,0.249052683000059
387,one_hop,0.04,0.01,0.1448987078601361,0.0014345993795256,True,0.2193970000000717
387,sagereg,0.04,0.01,97.49158151814136,0.6005013464941106,False,0.2466107340000007
388,one_hop,0.04,0.01,101.15033364604272,1.4584665372601373,False,0.2178909210000483
388,sagereg,0.04,0.01,100.74670343592445,1.4474240729578702,False,0.244709929999999
389,one_hop,0.04,0.01,0.2948836913519128,0.003801724673287,True,0.2203542190000007
389,sagereg,0.04,0.01,0.2948835390363206,0.0038017242182173,True,0.2468666580000444
390,one_hop,0.04,0.01,0.1122303932447682,0.0020361997090623,True,0.2171026250000522
390,sagereg,0.04,0.01,0.1122304079298314,0.0020361995291452,True,0.2441606349999574
391,one_hop,0.04,0.01,0.2962486480586491,0.0044303160701158,True,0.2119035759999405
391,sagereg,0.04,0.01,0.2962465419686338,0.0044303221446412,True,0.2404802300000028
392,one_hop,0.04,0.01,0.512561607725979,0.0060911181613861,True,0.2195083560000057
392,sagereg,0.04,0.01,0.5125616112500652,0.0060911182241888,True,0.247258798999951
393,one_hop,0.04,0.01,0.4122348222318997,0.0059311154050142,True,0.21734138599993
393,sagereg,0.04,0.01,0.4122350512224517,0.0059311446890191,True,0.2447674150000693
394,one_hop,0.04,0.01,0.1309120085288638,0.0021158854866639,True,0.2138929079999343
394,sagereg,0.04,0.01,0.1309118755627655,0.0021158844863376,True,0.243412807000027
395,one_hop,0.04,0.01,0.3787031969257467,0.0036206794030434,True,0.2199413050000203
395,sagereg,0.04,0.01,0.3787031754332278,0.0036206790829982,True,0.249163216999932
396,one_hop,0.04,0.01,117.42805772820016,0.9561800593786108,False,0.2249436460000424
396,sagereg,0.04,0.01,117.464666744948,0.9550717422010288,False,0.2518226409999897
397,one_hop,0.04,0.01,48.70448606021903,1.5839264571858993,False,0.2146376249999093
397,sagereg,0.04,0.01,0.3265182086191306,0.0037797725047093,True,0.2412925219999806
398,one_hop,0.04,0.01,0.5500756256852524,0.0030018480393617,True,0.2180105769999727
398,sagereg,0.04,0.01,0.550075521812231,0.003001845085903,True,0.2457809510000288
399,one_hop,0.04,0.01,0.3222443219572711,0.0026481031295742,True,0.2154597469999544
399,sagereg,0.04,0.01,0.3222442733729234,0.0026481018364489,True,0.2443558290000282
400,one_hop,0.04,0.02,67.28204946471459,0.7694129634140922,False,0.2194827130000476
400,sagereg,0.04,0.02,67.20196236878812,0.7701405709345622,False,0.2477701919999617
401,one_hop,0.04,0.02,97.16703315717666,0.7720602289748113,False,0.2188616849999789
401,sagereg,0.04,0.02,96.6977587789806,0.771332255657766,False,0.2460613189999776
402,one_hop,0.04,0.02,106.31033884944132,1.2510243822849745,False,0.2218276920000335
402,sagereg,0.04,0.02,134.93744257626935,1.2397389908239762,False,0.249539593999998
403,one_hop,0.04,0.02,147.86404989793863,0.6351021892923642,False,0.2209492670000372
403,sagereg,0.04,0.02,145.74417174923954,0.6012257750701453,False,0.2475231809999059
404,one_hop,0.04,0.02,61.24679267055711,1.042993254489128,False,0.22479983300002
404,sagereg,0.04,0.02,60.1459564578052,1.0526929100912106,False,0.2509712139999465
405,one_hop,0.04,0.02,0.0323794902431065,0.0060343864820252,True,0.221842686000059
405,sagereg,0.04,0.02,0.0324351636581139,0.0060327769087418,True,0.2499811910000744
406,one_hop,0.04,0.02,161.07875825998573,0.970335401423324,False,0.2211331529999824
406,sagereg,0.04,0.02,163.3055630320814,0.9505111310660892,False,0.2489789260000634
407,one_hop,0.04,0.02,114.50829905804086,1.6219309650175904,False,0.2214475030000358
407,sagereg,0.04,0.02,113.1271261151402,1.6287389510570174,False,0.2479567279999628
408,one_hop,0.04,0.02,68.08060714401918,0.9182400831271128,False,0.2206921330000568
408,sagereg,0.04,0.02,65.52233195871122,0.9165594581387132,False,0.2490744689999928
409,one_hop,0.04,0.02,77.41166574319581,1.0952521244533746,False,0.2236912440000651
409,sagereg,0.04,0.02,68.48219229727661,0.914638460118206,False,0.2504451080000081
410,one_hop,0.04,0.02,165.66371121690491,0.6396766068792288,False,0.2281677900000431
410,sagereg,0.04,0.02,0.2741505992582188,0.008633410228853,True,0.2547381780000251
411,one_hop,0.04,0.02,173.2686146285022,0.607267441528671,False,0.2144964310000432
411,sagereg,0.04,0.02,173.28408883122634,0.6070174832934591,False,0.2435369879999598
412,one_hop,0.04,0.02,59.49382472321709,0.5177221541230541,False,0.219897737999986
412,sagereg,0.04,0.02,58.84534674334602,0.5258783399913789,False,0.246825704999992
413,one_hop,0.04,0.02,18.440177310863696,0.4819933031421019,False,0.2186793490000127
413,sagereg,0.04,0.02,0.9848918811155024,0.0077261842737654,True,0.24652310700003
414,one_hop,0.04,0.02,150.33786741592417,0.7936193967346977,False,0.2219937630000004
414,sagereg,0.04,0.02,152.65314808880322,0.7773429108889035,False,0.2505934189999834
415,one_hop,0.04,0.02,136.505576893054,0.7505213305203419,False,0.2252960849999681
415,sagereg,0.04,0.02,136.2243861015845,0.7499269957046765,False,0.2540814679999812
416,one_hop,0.04,0.02,125.00662982402024,1.0699582385841246,False,0.2241983889999801
416,sagereg,0.04,0.02,122.27471259103048,1.0913100602882149,False,0.2507655640000621
417,one_hop,0.04,0.02,113.05676484109512,0.5478085198834483,False,0.2202473579999377
417,sagereg,0.04,0.02,60.06853491473402,1.2744973769410204,False,0.2470087819999662
418,one_hop,0.04,0.02,124.03633549779757,0.2676501933554558,False,0.22563573299999
418,sagereg,0.04,0.02,142.86013987372877,0.4828379546329592,False,0.2518330389999619
419,one_hop,0.04,0.02,0.9193233533112364,0.0047841584536729,True,0.220253816999957
419,sagereg,0.04,0.02,0.919337897052078,0.0047840300967898,True,0.2467780729999731
420,one_hop,0.04,0.02,124.0925019114848,0.7569606937726383,False,0.2222214689999191
420,sagereg,0.04,0.02,170.6447968093183,0.7031325549284843,False,0.249837024000044
421,one_hop,0.04,0.02,56.27441685677117,0.7903316368542174,False,0.2162902290000374
421,sagereg,0.04,0.02,72.04921889248662,0.7460391771879785,False,0.2438569800000323
422,one_hop,0.04,0.02,57.34642626949754,0.2652539026732678,False,0.2234939060000442
422,sagereg,0.04,0.02,0.520590119820003,0.0060778667094076,True,0.2508628850000605
423,one_hop,0.04,0.02,0.3167829639983596,0.0079997800364072,True,0.2179884160000256
423,sagereg,0.04,0.02,0.3167842189995556,0.008000307547604,True,0.2446807290000379
424,one_hop,0.04,0.02,155.696973328722,0.8962802195700742,False,0.2269292439999617
424,sagereg,0.04,0.02,155.39190450767808,0.8943616423453048,False,0.2526820850000604
425,one_hop,0.04,0.02,170.78997148860032,1.1368145955854905,False,0.2183926459999838
425,sagereg,0.04,0.02,170.32698878584273,1.11018930316478,False,0.2444722960000263
426,one_hop,0.04,0.02,151.9575379339,1.0768771009361642,False,0.2184918859999243
426,sagereg,0.04,0.02,153.74846108842874,1.0789850808079662,False,0.246052834000011
427,one_hop,0.04,0.02,108.81781299735675,0.8353232936530804,False,0.2218812200000002
427,sagereg,0.04,0.02,0.2776476803775282,0.0102213287487686,True,0.2484264880000637
428,one_hop,0.04,0.02,25.44218059406351,0.1643237444826064,False,0.2228227289999722
428,sagereg,0.04,0.02,73.67876475167064,1.088345584665318,False,0.2497796160000689
429,one_hop,0.04,0.02,147.7110701420421,0.8974250108797486,False,0.2211833549999937
429,sagereg,0.04,0.02,166.0031344887562,0.5122737288423629,False,0.2495395729999927
430,one_hop,0.04,0.02,137.98072566219346,0.3043789452556431,False,0.2237684320000426
430,sagereg,0.04,0.02,132.3253977890789,0.7817987996236451,False,0.2517857560000038
431,one_hop,0.04,0.02,122.6534722549475,0.4716413005848296,False,0.2201079839999238
431,sagereg,0.04,0.02,100.61462684934006,0.5146269666243267,False,0.247481773000004
432,one_hop,0.04,0.02,57.83036600593586,0.5386633314656735,False,0.2221708029999263
432,sagereg,0.04,0.02,57.66206088076558,0.517834445147075,False,0.2498568949999935
433,one_hop,0.04,0.02,68.06937067363025,0.0997657559481722,False,0.2218891740000117
433,sagereg,0.04,0.02,66.769112582057,0.5213219002394429,False,0.2498792540000067
434,one_hop,0.04,0.02,171.06654263641173,0.8312285186140348,False,0.2187962070000821
434,sagereg,0.04,0.02,0.5630663457790253,0.00578280593807,True,0.2462286429999949
435,one_hop,0.04,0.02,97.23254684871856,0.6480936912894261,False,0.2200593979999894
435,sagereg,0.04,0.02,96.92326454953144,0.610301985754866,False,0.2484183349999966
436,one_hop,0.04,0.02,165.0299240495567,0.3098552078541763,False,0.2240502619999915
436,sagereg,0.04,0.02,114.26268739741776,0.7448739349648396,False,0.2522373589999915
437,one_hop,0.04,0.02,63.74731570333313,0.9361578481492068,False,0.2218838449999793
437,sagereg,0.04,0.02,64.01858296998685,0.9292448284005268,False,0.2493335609999576
438,one_hop,0.04,0.02,105.18317462934608,0.8249545467004082,False,0.2232310419999521
438,sagereg,0.04,0.02,0.751798349570928,0.0034181481206012,True,0.2512017080000532
439,one_hop,0.04,0.02,169.60574959887666,0.8587197754069628,False,0.2308887749999257
439,sagereg,0.04,0.02,111.13957809828548,0.8384366190800282,False,0.2573002410000526
440,one_hop,0.04,0.02,174.74871677264613,0.8602666422553322,False,0.2249189270000897
440,sagereg,0.04,0.02,0.3043886654065707,0.0050316822456127,True,0.2524360830000205
441,one_hop,0.04,0.02,53.073836014358776,1.2391389583771617,False,0.2241104479999194
441,sagereg,0.04,0.02,53.07790164931143,1.2377505441450576,False,0.2521657710000227
442,one_hop,0.04,0.02,177.95238228462097,0.8265232382725674,False,0.2243623649999335
442,sagereg,0.04,0.02,179.05276026648184,0.7893898731492126,False,0.2503982359999099
443,one_hop,0.04,0.02,151.01175904322798,0.5789611060978355,False,0.2218577620000132
443,sagereg,0.04,0.02,148.44387895181546,0.7520876976774227,False,0.2490755649999982
444,one_hop,0.04,0.02,176.7788106328446,1.001780671414518,False,0.2218430660000194
444,sagereg,0.04,0.02,150.64898611940285,1.3045491382479224,False,0.2493488669999806
445,one_hop,0.04,0.02,134.54600634432867,0.5587082063252644,False,0.2198684590000539
445,sagereg,0.04,0.02,132.91762249925404,0.5907449975399606,False,0.2482739920000085
446,one_hop,0.04,0.02,88.3436541245572,1.2746840956710512,False,0.2209061250000559
446,sagereg,0.04,0.02,73.87861374425644,1.2679778081567317,False,0.2468963529998973
447,one_hop,0.04,0.02,112.3554192392226,0.957673857475294,False,0.2233196949999865
447,sagereg,0.04,0.02,1.3155947482519352,0.0090092277175335,True,0.2499886299999616
448,one_hop,0.04,0.02,1.1615203462537935,0.0144099957267632,True,0.2233633890000419
448,sagereg,0.04,0.02,0.7912959486175228,0.0126076245260245,True,0.2495152939999343
449,one_hop,0.04,0.02,171.49509869414425,1.309939999047513,False,0.2157892820000597
449,sagereg,0.04,0.02,0.9853122741455368,0.0100084603126961,True,0.241516813999965
450,one_hop,0.05,0.005,0.1103708347973102,0.0011343319333268,True,0.2163475610000205
450,sagereg,0.05,0.005,0.1103708349954413,0.0011343319434592,True,0.2438730839999152
451,one_hop,0.05,0.005,0.1833384998636693,0.0014825181003733,True,0.214539574000014
451,sagereg,0.05,0.005,0.1833385004163157,0.0014825181059254,True,0.2405692170000293
452,one_hop,0.05,0.005,0.0819955281376578,0.0023218192936836,True,0.2192889799999875
452,sagereg,0.05,0.005,0.0819955294711385,0.0023218192800306,True,0.2444239559999914
453,one_hop,0.05,0.005,0.1161921945984727,0.0004788292520374,True,0.2172274619999825
453,sagereg,0.05,0.005,0.1161921945357379,0.00047882924743,True,0.2433521539999219
454,one_hop,0.05,0.005,0.0920394484311696,0.0015690222626603,True,0.2135236810000833
454,sagereg,0.05,0.005,0.0920394486370832,0.0015690222463158,True,0.2427154399999835
455,one_hop,0.05,0.005,0.0951218159678324,0.0019114049224686,True,0.2205449140000155
455,sagereg,0.05,0.005,0.0951218165962081,0.0019114049070065,True,0.2468734999999924
456,one_hop,0.05,0.005,0.0667047284284265,0.0015643487142236,True,0.2191719139999577
456,sagereg,0.05,0.005,0.0667047282426555,0.0015643486814192,True,0.2441905900000165
457,one_hop,0.05,0.005,0.1649793771440317,0.0014283875623078,True,0.2180340710000337
457,sagereg,0.05,0.005,0.1649793723589992,0.0014283875408208,True,0.2440554339999607
458,one_hop,0.05,0.005,0.0791088288325849,0.001087655774511,True,0.2213089439999294
458,sagereg,0.05,0.005,0.0791088328315756,0.001087655750403,True,0.2495542509999495
459,one_hop,0.05,0.005,0.0752827455741035,0.0017749665304677,True,0.2252060360000314
459,sagereg,0.05,0.005,0.0752827467650583,0.0017749665221553,True,0.2536385889999337
460,one_hop,0.05,0.005,0.0331804147433928,0.0002509848008556,True,0.2196850960000347
460,sagereg,0.05,0.005,0.0331804141941762,0.0002509848170591,True,0.2481068869999489
461,one_hop,0.05,0.005,0.0966924344826196,0.0027224154490544,True,0.2209838420000096
461,sagereg,0.05,0.005,0.09669243436954,0.0027224154483707,True,0.2472917720000396
462,one_hop,0.05,0.005,0.0869866670561596,0.0008092661377983,True,0.2141304430000445
462,sagereg,0.05,0.005,0.0869866658578501,0.0008092661358028,True,0.2413209430000051
463,one_hop,0.05,0.005,0.2998701220217564,0.00244171565968,True,0.2162242919999926
463,sagereg,0.05,0.005,0.2998701223401949,0.0024417156609296,True,0.2426154250000536
464,one_hop,0.05,0.005,0.2577294822294261,0.0022757384719771,True,0.215355422000016
464,sagereg,0.05,0.005,0.2577294817542745,0.0022757384664423,True,0.2435283869999693
